PLATFORM_NUMBER,latitude,longitude,time,TEMP,PSAL,PRES,TEMP_QC
,degrees_north,degrees_east,UTC,degree_Celsius,PSU,decibar,
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,0.0,0.0,0.0,4
2902256,18.774,60.579,2019-03-02T07:53:00Z,25.144,36.292,1.0,3
2902256,18.774,60.579,2019-03-02T07:53:00Z,25.141,36.293,2.0,1
2902256,18.774,60.579,2019-03-02T07:53:00Z,25.138,36.296,3.0,1
2902256,18.774,60.579,2019-03-02T07:53:00Z,25.14,36.294,4.0,1
2902256,18.774,60.579,2019-03-02T07:53:00Z,25.138,36.295,5.0,1
2902256,18.774,60.579,2019-03-02T07:53:00Z,25.141,36.294,6.0,1
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
2902255,14.248,61.767,2019-03-02T08:07:00Z,0.0,0.0,0.0,4
